caseKey,caseName,caseDescription,scenarioKey,scenario,metric,estimate,lower95,upper95,n,method
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,emergencyReasonGivingRate,0.663,0.637,0.690,1224,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,emergencyVoteDisclosureRate,0.567,0.539,0.595,1224,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,emergencyPublicDisagreementRate,0.308,0.282,0.334,1224,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,governmentEmergencyWinRate,0.489,0.461,0.517,1224,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,meritsFollowUpRate,0.280,0.255,0.305,1224,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,meritsInvalidationRate,0.454,0.440,0.467,5519,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,constitutionalConflict,0.279,0.268,0.290,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,democraticResponsiveness,0.450,0.437,0.462,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,complianceRate,0.335,0.323,0.347,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,publicTrust,0.005,0.000,0.010,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,administrativeLoad,0.485,0.473,0.497,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,directCourtCost,0.312,0.301,0.323,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,upstreamScreeningCost,0.710,0.699,0.721,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,capacityStrainCost,0.423,0.411,0.435,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,institutionalBudgetCost,0.389,0.377,0.401,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,institutionalDelayCost,0.448,0.436,0.460,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,implementationComplexity,0.519,0.507,0.531,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,totalInstitutionalCost,0.473,0.461,0.486,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,directionalScore,0.652,0.640,0.664,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,legalStability,0.878,0.870,0.886,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,rightsProtection,0.726,0.715,0.737,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,partisanAlignment,0.148,0.139,0.156,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,shadowDocketAbuse,0.062,0.056,0.068,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,legitimacy,0.623,0.611,0.634,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,reversalRate,0.279,0.268,0.290,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,intakeAcceptanceRate,0.021,0.020,0.022,305118,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,emergencyReliefRate,0.329,0.302,0.356,1171,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,emergencyReasonGivingRate,0.695,0.669,0.721,1171,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,emergencyVoteDisclosureRate,0.591,0.563,0.619,1171,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,emergencyPublicDisagreementRate,0.264,0.239,0.289,1171,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,governmentEmergencyWinRate,0.291,0.265,0.317,1171,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,meritsFollowUpRate,0.285,0.259,0.311,1171,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,meritsInvalidationRate,0.321,0.309,0.333,5563,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,constitutionalConflict,0.269,0.259,0.280,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,democraticResponsiveness,0.466,0.453,0.478,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,complianceRate,0.321,0.309,0.332,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,publicTrust,0.005,0.001,0.010,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,administrativeLoad,0.505,0.492,0.517,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,directCourtCost,0.323,0.312,0.335,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,upstreamScreeningCost,0.710,0.699,0.721,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,capacityStrainCost,0.459,0.446,0.471,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,institutionalBudgetCost,0.400,0.388,0.412,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,institutionalDelayCost,0.452,0.440,0.465,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,accountability-retention-court,Retention-election accountability court,implementationComplexity,0.545,0.533,0.558,6400,conservative-bounded-normal-95
